"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"European Union","EUU","Export value index (2000 = 100)","TX.VAL.MRCH.XD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Insurance and financial services (% of commercial service exports)","TX.VAL.INSF.ZS.WT","","","","","","","","","","","","","","","","","3.11327110584182","2.89311823542625","2.92728353293874","2.79258976257262","2.76802450700677","2.98076620254881","2.97771393360248","2.71164558726854","2.80929527315903","2.9077590092407","3.76666460161872","3.8659923271161","4.25808126143903","4.31996219902325","4.0686874252278","6.72932392385757","8.15946191509106","7.71620250467793","5.54350041978878","5.95441639618882","6.36292864690647","6.80790425422216","6.57901017610038","6.98114413158627","6.7114654930819","5.84943023406364","7.57025537254828","6.65338132962867","8.25269669510628","7.91207009804363","8.57140838824476","8.68210967686863","8.5579470800804","9.27782390079778","8.83569318095893","8.70971253853422","8.84232348805416","8.39355427740771","7.82844293758404","7.65059255682878","7.70278910121267","7.29186041464021","7.08861349108415","7.16232406286879","8.62722535117614",
"European Union","EUU","Merchandise imports by the reporting economy, residual (% of total merchandise imports)","TM.VAL.MRCH.RS.ZS","11.861986041132","11.5542568034661","11.4893479707146","11.8485305550312","11.7678514115476","11.6526624541768","11.4332545400331","11.7692306455618","12.8533175892385","13.272841726891","14.7813476347535","14.7300190107675","14.8008312864103","14.4097032979338","13.3505354447575","13.5246288167354","13.4912929684463","13.3806096605598","13.5147162871096","13.1258027747125","12.6300965810098","12.7599042211153","12.7698064489773","13.3457071110646","13.2041123229717","12.9724667566683","12.8876585028529","12.2765633874578","12.2209531759188","11.7396864034005","10.9858012425759","10.8059754762228","9.6055847105852","6.67416758036506","6.90104477129352","6.95087976307563","6.76017621016616","5.86953876495495","5.24827497730065","0.98096136042647","0.822299229479268","0.851336602592708","0.523054038043445","0.496975491782325","0.479095247946161","0.333531486708016","0.283930992334948","0.22913972955541","0.242969102946695","0.240991589385934","0.142050436188459","0.143896862357734","0.162772517321583","0.179587104308731","0.18919874373174","0.205835759693124","0.246195819296855","0.284821188467937","0.314844952855624","0.378393695758243","",
"European Union","EUU","Food imports (% of merchandise imports)","TM.VAL.FOOD.ZS.UN","","","21.9310430144593","19.0240679596826","17.7760662700301","18.4553117046769","18.555939197055","17.5760724952533","16.4664190284974","15.7547524121036","14.9702979748025","16.2712297449536","15.4973890995488","15.6857280028561","13.2173324090712","14.2639828339023","13.4068268617125","14.7917939645315","14.352112603524","12.9358217473063","11.6990754994723","11.8965655183529","12.1982383522737","12.2943802967665","12.0474998050065","11.7883305579282","12.3875381246816","11.87264269248","11.8058688211048","10.6841127315574","10.4347583204173","10.7302618311104","11.0180179976157","11.1665752895965","11.1559849099688","10.5248458979669","10.3847002945936","9.60188930087213","9.35087036355581","8.95506660427667","7.51012820033256","7.9807793476084","8.3016736576832","8.26998929448933","7.81208370606036","7.68693997853271","7.31924440218459","7.55936291808828","8.09734155439134","9.48691619499706","8.79104913963823","8.92972903655704","9.24136633686376","9.67319495811212","9.66708226939494","9.97245750292962","10.1904884343863","9.92546486919304","9.37872400788559","9.47792908129853","10.4086665532647",
"European Union","EUU","Share of tariff lines with international peaks, all products (%)","TM.TAX.MRCH.IP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.208404","4.33863","11.52495","6.321393","6.29284","5.085296","5.157619","7.162161","9.906788","8.83796","6.800004","6.025379","5.60611","6.488461","8.094247","8.349668","5.721504","4.780674","6.039214","5.870751","4.742306","4.646175","5.3808","4.865139","4.976868","4.921036","5.722713","5.766603","5.496077","5.435838","5.339829","5.697177","1.813626",
"European Union","EUU","International tourism, receipts for travel items (current US$)","ST.INT.TVLR.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","165392000000","173016000000","168407100097.656","179662399902.344","190785000000","183615000000","182807000000","194922000000","230525000000","264514000000","272894000000","296501000000","339834000000","374040000000","324046000000","312811000000","357914000000","341130000000","367123000000","384800000000","339926000000","350649099609.375","389953200195.313","425399299316.406","422329200439.453","",
"European Union","EUU","Completeness of birth registration, urban (%)","SP.REG.BRTH.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Population ages 80 and above, male (% of male population)","SP.POP.80UP.MA.5Y","1.09960789013046","1.15821311461755","1.19579637535945","1.21033363615745","1.20113805953197","1.16888067562855","1.22829068768266","1.26806116422692","1.28380249185261","1.27151114777495","1.22974356134632","1.27830780479891","1.30417552173777","1.30895236826468","1.29447747963667","1.26070438545146","1.33037119142912","1.38112894600959","1.41266167558053","1.42641557532628","1.42190951615758","1.5222941460638","1.60130774578385","1.65480364955605","1.68146921605681","1.68125475713802","1.79445828613791","1.88191445404081","1.94213915460069","1.97701287633034","1.98713106727864","2.10782207385018","2.21290833105702","2.28045920826723","2.28507522873722","2.22061181412257","2.23399224565089","2.1972988314371","2.13937945085347","2.093479002234","2.07387656049064","2.1940827695307","2.32027902453465","2.43953219963958","2.5400267586127","2.61789340796863","2.7877880726221","2.93606226408256","3.06156471177108","3.16460652307032","3.24955988247128","3.41509605122339","3.55917255941518","3.68600946141271","3.79722717206353","3.89398580653004","4.07637970973098","4.23835143872082","4.37190344206654","4.46769942042537","4.53058347079661",
"European Union","EUU","Population ages 55-59, male (% of male population)","SP.POP.5559.MA.5Y","5.55380086153645","5.59444021729499","5.61740192724423","5.62641712638002","5.62699109050066","5.62122619495829","5.58666580821889","5.56426965343393","5.52070594700475","5.40537300378095","5.19489030242251","4.87247666234337","4.45724306702915","4.04345415732284","3.77129470629966","3.71732131659455","3.84060139677691","4.15811333419856","4.57862083743996","4.96777232449234","5.24818754084956","5.41412793054339","5.4978944300297","5.52599631452422","5.5398602370431","5.56259005630297","5.5626408160211","5.55636205094828","5.54999696994414","5.5521451896746","5.56848690324723","5.57815749359246","5.61316563258744","5.6560203541716","5.67846087879946","5.66718464456103","5.61726168258018","5.53103325337598","5.44228729794428","5.40385518143778","5.44629643972308","5.5409177394992","5.71084949549167","5.9196218358539","6.11310034940198","6.25912830747906","6.34778027050453","6.39363553743709","6.41337213040101","6.43635349377315","6.47974147475523","6.52665102848026","6.59331663312445","6.67198653566654","6.75160202369512","6.82625836412444","6.88436269360093","6.93999677323502","6.99505902310637","7.0499347558074","7.10418064658616",
"European Union","EUU","Population ages 15-64 (% of total population)","SP.POP.1564.TO.ZS","64.4072244607152","64.2354346846644","64.1475678000485","64.1179341023879","64.0978382108828","64.06242399444","63.9712470127231","63.8813393459108","63.7988872395541","63.7407626871475","63.7144724768085","63.6680653995134","63.6814919024059","63.7381465974625","63.8147147094501","63.9007526251342","63.9515304140455","63.9986617347785","64.0844192410827","64.2736656551432","64.593263960417","64.9333780729061","65.3996268797096","65.9172085001968","66.3768437301267","66.7181633770332","66.8973919937949","66.9781457463618","66.9979640877798","67.0186896065154","67.0720850131651","67.0582289957916","67.0822252679356","67.131879972578","67.1893208025076","67.247505647721","67.2768030988741","67.310234169735","67.346706594842","67.3833030120555","67.412120641374","67.4199157196241","67.4191446958019","67.4132632040943","67.4087846043571","67.4088747260954","67.3294360787553","67.2624881164763","67.1896415253064","67.0879414177606","66.9407200323243","66.6919196726988","66.429432773211","66.1486837443457","65.8513230433659","65.5432722710178","65.2750863331839","64.9850370233178","64.6881497224404","64.4051521283824","64.1394700370812",
